sciName,comName,speciesCode,category,taxonOrder,order,familyComName,familySciName
Thamnistes anabatinus [anabatinus Group],Russet Antshrike (Tawny),rusant2,issf,12927.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnistes anabatinus aequatorialis/gularis,Russet Antshrike (Andean),rusant3,issf,12932.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnistes rufescens,Rufescent Antshrike,rufant12,species,12935.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnistes anabatinus/rufescens,Russet/Rufescent Antshrike,y01114,slash,12936.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilidae sp. (antshrike sp.),antshrike sp.,antshr1,spuh,12937.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus stictothorax,Spot-breasted Antvireo,spbant5,species,12938.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus mentalis,Plain Antvireo,plaant1,species,12939.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus striaticeps,Streak-crowned Antvireo,stcant1,species,12958.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus puncticeps,Spot-crowned Antvireo,spcant1,species,12959.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus xanthopterus,Rufous-backed Antvireo,rubant2,species,12960.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus occidentalis,Bicolored Antvireo,bicant4,species,12961.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus plumbeus,Plumbeous Antvireo,pluant3,species,12964.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus leucostictus,White-streaked Antvireo,whsant4,species,12965.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus leucostictus leucostictus,White-streaked Antvireo (White-streaked),whsant3,issf,12966.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus leucostictus tucuyensis,White-streaked Antvireo (Venezuelan),pluant4,issf,12967.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dysithamnus sp.,antvireo sp.,antvir1,spuh,12968.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes ardesiacus,Dusky-throated Antshrike,dutant2,species,12969.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes saturninus,Saturnine Antshrike,satant1,species,12972.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes ardesiacus/saturninus,Dusky-throated/Saturnine Antshrike,y00881,slash,12975.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes caesius,Cinereous Antshrike,cinant1,species,12976.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes schistogynus,Bluish-slate Antshrike,blsant1,species,12982.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnomanes caesius/schistogynus,Cinereous/Bluish-slate Antshrike,y00703,slash,12985.0,Passeriformes,Typical Antbirds,Thamnophilidae
Xenornis setifrons,Spiny-faced Antshrike,spfant1,species,12986.0,Passeriformes,Typical Antbirds,Thamnophilidae
Isleria hauxwelli,Plain-throated Antwren,pltant1,species,12987.0,Passeriformes,Typical Antbirds,Thamnophilidae
Isleria guttata,Rufous-bellied Antwren,rubant3,species,12991.0,Passeriformes,Typical Antbirds,Thamnophilidae
Pygiptila stellaris,Spot-winged Antshrike,spwant2,species,12992.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla fulviventris,Checker-throated Stipplethroat,chtant1,species,12997.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla gutturalis,Brown-bellied Stipplethroat,brbant2,species,12998.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla leucophthalma,White-eyed Stipplethroat,wheant1,species,12999.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota,Rufous-backed Stipplethroat,rubsti1,species,13004.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota pyrrhonota,Rufous-backed Stipplethroat (Rio Negro),sttant4,issf,13005.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota fjeldsaai,Rufous-backed Stipplethroat (Yasuni),bnbant1,issf,13006.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota haematonota,Rufous-backed Stipplethroat (Rufous-backed),sttant5,issf,13007.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota fjeldsaai x haematonota,Rufous-backed Stipplethroat (Yasuni x Rufous-backed),x00931,intergrade,13008.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla amazonica,Rio Madeira Stipplethroat,madant1,species,13009.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla amazonica amazonica,Rio Madeira Stipplethroat (Madeira),sttant6,issf,13010.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla amazonica dentei,Rio Madeira Stipplethroat (Roosevelt),rooant1,issf,13011.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla haematonota/amazonica,Rufous-backed/Rio Madeira Stipplethroat,y01113,slash,13012.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla spodionota,Foothill Stipplethroat,fooant1,species,13013.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla ornata,Ornate Stipplethroat,ornant1,species,13016.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla ornata [ornata Group],Ornate Stipplethroat (Western),ornant2,issf,13017.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla ornata hoffmannsi,Ornate Stipplethroat (Eastern),ornant3,issf,13022.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla erythrura,Rufous-tailed Stipplethroat,rutant3,species,13023.0,Passeriformes,Typical Antbirds,Thamnophilidae
Epinecrophylla sp.,stipplethroat sp.,epinec1,spuh,13026.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula brachyura,Pygmy Antwren,pygant1,species,13027.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula ignota,Moustached Antwren,mouant,species,13028.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula ignota ignota,Moustached Antwren (Moustached),mouant3,issf,13029.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula ignota obscura,Moustached Antwren (Short-billed),mouant2,issf,13030.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula ambigua,Yellow-throated Antwren,yetant1,species,13031.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula sclateri,Sclater's Antwren,sclant1,species,13032.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula surinamensis,Guianan Streaked-Antwren,guista1,species,13033.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula multostriata,Amazonian Streaked-Antwren,amasta1,species,13034.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula pacifica,Pacific Antwren,pacant,species,13035.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula cherriei,Cherrie's Antwren,cheant1,species,13036.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula klagesi,Klages's Antwren,klaant1,species,13037.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula longicauda,Stripe-chested Antwren,stcant4,species,13038.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula axillaris,White-flanked Antwren,whfant2,species,13043.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula axillaris [axillaris Group],White-flanked Antwren (White-flanked),whfant5,issf,13044.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula axillaris luctuosa,White-flanked Antwren (Silvery-flanked),whfant6,issf,13050.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula schisticolor,Slaty Antwren,slaant1,species,13051.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula sunensis,Rio Suno Antwren,risant1,species,13055.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula minor,Salvadori's Antwren,salant1,species,13058.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula longipennis,Long-winged Antwren,lowant1,species,13059.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula urosticta,Band-tailed Antwren,batant3,species,13066.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula iheringi,Ihering's Antwren,iheant1,species,13067.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula iheringi heteroptera,Ihering's Antwren (Purus),iheant2,issf,13068.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula iheringi iheringi,Ihering's Antwren (Ihering's),iheant3,issf,13069.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula iheringi oreni,Ihering's Antwren (Bamboo),bamant2,issf,13070.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula fluminensis,Rio de Janeiro Antwren,rdjant2,species,13071.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula grisea,Ashy Antwren,ashant1,species,13072.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula unicolor,Unicolored Antwren,uniant1,species,13073.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula snowi,Alagoas Antwren,alaant1,species,13074.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula behni,Plain-winged Antwren,plwant2,species,13075.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula menetriesii,Gray Antwren,gryant1,species,13080.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula assimilis,Leaden Antwren,leaant1,species,13086.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmotherula sp.,Myrmotherula sp.,myrmot1,spuh,13087.0,Passeriformes,Typical Antbirds,Thamnophilidae
Dichrozona cincta,Banded Antbird,banant2,species,13088.0,Passeriformes,Typical Antbirds,Thamnophilidae
Myrmorchilus strigilatus,Stripe-backed Antbird,stbant2,species,13089.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus sellowi,Caatinga Antwren,caaant1,species,13092.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus pileatus,Bahia Antwren,bahant1,species,13093.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus atricapillus,Black-capped Antwren,blcant2,species,13094.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus praedictus,Predicted Antwren,mapant1,species,13095.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus stotzi,Aripuana Antwren,ajpant1,species,13096.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus motacilloides,Creamy-bellied Antwren,crbant1,species,13097.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus parkeri,Ash-throated Antwren,astant1,species,13098.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus [undescribed Inambari-Tambopata Antwren],Inambari-Tambopata Antwren (undescribed form),intant1,form,13099.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus [undescribed Loreto form],Loreto Antwren (undescribed form),lorant1,form,13100.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus sticturus,Spot-tailed Antwren,sptant1,species,13101.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus dugandi,Dugand's Antwren,dugant1,species,13102.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus stictocephalus,Todd's Antwren,todant1,species,13103.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus gentryi,Ancient Antwren,ancant1,species,13104.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus dorsimaculatus,Spot-backed Antwren,spbant4,species,13105.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus roraimae,Roraiman Antwren,rorant1,species,13106.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus pectoralis,Pectoral Antwren,pecant1,species,13109.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus longirostris,Large-billed Antwren,labant1,species,13110.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus axillaris,Yellow-breasted Antwren,yebant2,species,13111.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus rufimarginatus,Rufous-winged Antwren,ruwant1,species,13116.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus rufimarginatus frater/exiguus,Rufous-winged Antwren (Northern),ruwant3,issf,13117.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus rufimarginatus rufimarginatus/scapularis,Rufous-winged Antwren (Southern),ruwant4,issf,13120.0,Passeriformes,Typical Antbirds,Thamnophilidae
Herpsilochmus sp.,Herpsilochmus sp.,herpsi1,spuh,13123.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis,Dot-winged Antwren,dowant1,species,13124.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis [boucardi Group],Dot-winged Antwren (Boucard's),dowant3,issf,13125.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis microstictus,Dot-winged Antwren (microstictus),dowant5,issf,13129.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis quixensis,Dot-winged Antwren (quixensis),dowant7,issf,13130.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis nigriventris,Dot-winged Antwren (nigriventris),dowant6,issf,13131.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis albicauda/intercedens,Dot-winged Antwren (White-tailed),dowant8,issf,13132.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis bicolor,Dot-winged Antwren (bicolor),dowant2,issf,13135.0,Passeriformes,Typical Antbirds,Thamnophilidae
Microrhopias quixensis emiliae,Dot-winged Antwren (emiliae),dowant4,issf,13136.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora iheringi,Narrow-billed Antwren,nabant1,species,13137.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora erythronotos,Black-hooded Antwren,blhant4,species,13138.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora grisea,White-fringed Antwren,whfant1,species,13139.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora grisea [intermedia Group],White-fringed Antwren (Northern),whfant4,issf,13140.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora grisea [grisea Group],White-fringed Antwren (Southern),whfant3,issf,13147.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora serrana,Serra Antwren,serant1,species,13151.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora littoralis,Restinga Antwren,resant1,species,13154.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora melanogaster,Black-bellied Antwren,blbant2,species,13155.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora rufa,Rusty-backed Antwren,rubant4,species,13158.0,Passeriformes,Typical Antbirds,Thamnophilidae
Formicivora grantsaui,Sincora Antwren,sinant1,species,13162.0,Passeriformes,Typical Antbirds,Thamnophilidae
Stymphalornis acutirostris,Parana Antwren,parant1,species,13163.0,Passeriformes,Typical Antbirds,Thamnophilidae
Stymphalornis acutirostris acutirostris,Parana Antwren (Parana),parant3,issf,13164.0,Passeriformes,Typical Antbirds,Thamnophilidae
Stymphalornis acutirostris paludicola,Parana Antwren (Sao Paulo),parant4,issf,13165.0,Passeriformes,Typical Antbirds,Thamnophilidae
Thamnophilidae sp. (antwren sp.),antwren sp.,antwre1,spuh,13166.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila ferruginea,Ferruginous Antbird,ferant1,species,13167.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila rubricollis,Bertoni's Antbird,berant1,species,13168.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila genei,Rufous-tailed Antbird,rutant1,species,13169.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila ochropyga,Ochre-rumped Antbird,ocrant1,species,13170.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila malura,Dusky-tailed Antbird,dutant1,species,13171.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila squamata,Scaled Antbird,scaant2,species,13172.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila devillei,Striated Antbird,strant2,species,13175.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila caudata,East Andean Antbird,lotant1,species,13178.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila klagesi,Klages's Antbird,klaant2,species,13179.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila hellmayri,Santa Marta Antbird,samant2,species,13180.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila striaticeps,Streak-headed Antbird,sthant1,species,13181.0,Passeriformes,Typical Antbirds,Thamnophilidae
Drymophila sp.,Drymophila sp.,drymop1,spuh,13186.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis cantator,Guianan Warbling-Antbird,guiwaa1,species,13187.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis flavescens,Imeri Warbling-Antbird,imewaa1,species,13188.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis peruviana,Peruvian Warbling-Antbird,perwaa1,species,13189.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis subflava,Yellow-breasted Warbling-Antbird,yebwaa1,species,13192.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis ochrogyna,Rondonia Warbling-Antbird,ronwaa1,species,13195.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis striata,Spix's Warbling-Antbird,spiwaa1,species,13196.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis rondoni,Manicore Warbling-Antbird,manwaa1,species,13200.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis sp. (warbling-antbird sp.),warbling-antbird sp.,warant1,spuh,13201.0,Passeriformes,Typical Antbirds,Thamnophilidae
Hypocnemis hypoxantha,Yellow-browed Antbird,yebant3,species,13202.0,Passeriformes,Typical Antbirds,Thamnophilidae
Terenura sicki,Orange-bellied Antwren,orbant1,species,13205.0,Passeriformes,Typical Antbirds,Thamnophilidae
Terenura maculata,Streak-capped Antwren,stcant3,species,13206.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides laeta,Willis's Antbird,wilant1,species,13207.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides parkeri,Parker's Antbird,parant2,species,13211.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides tyrannina,Dusky Antbird,dusant1,species,13212.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides tyrannina tyrannina/crepera,Dusky Antbird (tyrannina/crepera),dusant2,issf,13213.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides tyrannina saturatior/vicina,Dusky Antbird (saturatior/vicina),dusant3,issf,13216.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides serva,Black Antbird,blaant2,species,13219.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides nigrescens,Blackish Antbird,blaant4,species,13220.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides fuscicauda,Riparian Antbird,blaant5,species,13226.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides nigrescens/fuscicauda,Blackish/Riparian Antbird,y00967,slash,13227.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacroides sp.,Cercomacroides sp.,cercom1,spuh,13228.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacra manu,Manu Antbird,manant1,species,13229.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacra cinerascens,Gray Antbird,gryant2,species,13230.0,Passeriformes,Typical Antbirds,Thamnophilidae
Cercomacra brasiliana,Rio de Janeiro Antbird,rdjant1,species,13235.0,Passeriformes,Typical Antbirds,Thamnophilidae
