sciName,comName,speciesCode,category,taxonOrder,order,familyComName,familySciName
Centropus bengalensis,Lesser Coucal,lescou1,species,3042.0,Cuculiformes,Cuckoos,Cuculidae
Centropus sinensis/bengalensis,Greater/Lesser Coucal,y01087,slash,3048.0,Cuculiformes,Cuckoos,Cuculidae
Centropus violaceus,Violaceous Coucal,viocou1,species,3049.0,Cuculiformes,Cuckoos,Cuculidae
Centropus bernsteini,Lesser Black Coucal,lebcou1,species,3050.0,Cuculiformes,Cuckoos,Cuculidae
Centropus phasianinus,Pheasant Coucal,phecou2,species,3053.0,Cuculiformes,Cuckoos,Cuculidae
Centropus phasianinus spilopterus,Pheasant Coucal (Kai),kaicou1,issf,3054.0,Cuculiformes,Cuckoos,Cuculidae
Centropus phasianinus [phasianinus Group],Pheasant Coucal (Pheasant),phecou1,issf,3055.0,Cuculiformes,Cuckoos,Cuculidae
Centropus sp.,coucal sp.,coucal1,spuh,3062.0,Cuculiformes,Cuckoos,Cuculidae
Rhinortha chlorophaea,Raffles's Malkoha,rafmal1,species,3063.0,Cuculiformes,Cuckoos,Cuculidae
Ceuthmochares aereus,Blue Malkoha,yellow5,species,3064.0,Cuculiformes,Cuckoos,Cuculidae
Ceuthmochares australis,Green Malkoha,yellow6,species,3067.0,Cuculiformes,Cuckoos,Cuculidae
Taccocua leschenaultii,Sirkeer Malkoha,sirmal1,species,3068.0,Cuculiformes,Cuckoos,Cuculidae
Zanclostomus javanicus,Red-billed Malkoha,rebmal2,species,3072.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,chbmal2,species,3073.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus curvirostris oeneicaudus,Chestnut-breasted Malkoha (Mentawai),chbmal3,issf,3074.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus curvirostris [curvirostris Group],Chestnut-breasted Malkoha (Chestnut-breasted),chbmal4,issf,3075.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,chbmal1,species,3081.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,refmal1,species,3082.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus viridirostris,Blue-faced Malkoha,blfmal1,species,3083.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus diardi,Black-bellied Malkoha,blbmal1,species,3084.0,Cuculiformes,Cuckoos,Cuculidae
Phaenicophaeus tristis,Green-billed Malkoha,grbmal1,species,3087.0,Cuculiformes,Cuckoos,Cuculidae
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,yebmal1,species,3094.0,Cuculiformes,Cuckoos,Cuculidae
Dasylophus superciliosus,Red-crested Malkoha,recmal1,species,3098.0,Cuculiformes,Cuckoos,Cuculidae
Dasylophus cumingi,Scale-feathered Malkoha,scfmal1,species,3101.0,Cuculiformes,Cuckoos,Cuculidae
Cuculidae sp. (malkoha sp.),malkoha sp.,malkoh1,spuh,3102.0,Cuculiformes,Cuckoos,Cuculidae
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,species,3103.0,Cuculiformes,Cuckoos,Cuculidae
Clamator glandarius,Great Spotted Cuckoo,grscuc1,species,3104.0,Cuculiformes,Cuckoos,Cuculidae
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,species,3105.0,Cuculiformes,Cuckoos,Cuculidae
Clamator jacobinus,Pied Cuckoo,piecuc1,species,3106.0,Cuculiformes,Cuckoos,Cuculidae
Coccycua minuta,Little Cuckoo,litcuc2,species,3110.0,Cuculiformes,Cuckoos,Cuculidae
Coccycua pumila,Dwarf Cuckoo,dwacuc1,species,3116.0,Cuculiformes,Cuckoos,Cuculidae
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,species,3117.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana,Squirrel Cuckoo,squcuc1,species,3118.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana mexicana,Squirrel Cuckoo (West Mexico),squcuc2,issf,3119.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana thermophila,Squirrel Cuckoo (Middle America),squcuc3,issf,3120.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana nigricrissa,Squirrel Cuckoo (nigricrissa),squcuc5,issf,3121.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana [cayana Group],Squirrel Cuckoo (Amazonian),squcuc4,issf,3122.0,Cuculiformes,Cuckoos,Cuculidae
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,species,3134.0,Cuculiformes,Cuckoos,Cuculidae
Piaya cayana/melanogaster,Squirrel/Black-bellied Cuckoo,y00857,slash,3135.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,species,3136.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,species,3137.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,species,3138.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus americanus/euleri,Yellow-billed/Pearly-breasted Cuckoo,y00958,slash,3139.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus minor,Mangrove Cuckoo,mancuc,species,3140.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,species,3141.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus erythropthalmus,Black-billed Cuckoo,bkbcuc,species,3142.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus americanus/erythropthalmus,Yellow-billed/Black-billed Cuckoo,y00616,slash,3143.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus lansbergi,Gray-capped Cuckoo,gyccuc,species,3144.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,species,3145.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,species,3146.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus vetula,Jamaican Lizard-Cuckoo,jamlic1,species,3147.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus vieilloti,Puerto Rican Lizard-Cuckoo,purlic1,species,3148.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus merlini,Great Lizard-Cuckoo,grelic1,species,3149.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus merlini bahamensis,Great Lizard-Cuckoo (Bahama),grelic2,issf,3150.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus merlini [merlini Group],Great Lizard-Cuckoo (Cuban),grelic3,issf,3151.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus longirostris,Hispaniolan Lizard-Cuckoo,hislic1,species,3155.0,Cuculiformes,Cuckoos,Cuculidae
Coccyzus sp.,Coccyzus sp.,coccyz1,spuh,3158.0,Cuculiformes,Cuckoos,Cuculidae
Nannococcyx psix,St. Helena Cuckoo,sthcuc1,species,3159.0,Cuculiformes,Cuckoos,Cuculidae
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,species,3160.0,Cuculiformes,Cuckoos,Cuculidae
Pachycoccyx audeberti validus/brazzae,Thick-billed Cuckoo (African),thbcuc2,issf,3161.0,Cuculiformes,Cuckoos,Cuculidae
Pachycoccyx audeberti audeberti,Thick-billed Cuckoo (Malagasy),thbcuc3,issf,3164.0,Cuculiformes,Cuckoos,Cuculidae
Microdynamis parva,Dwarf Koel,dwakoe1,species,3165.0,Cuculiformes,Cuckoos,Cuculidae
Eudynamys scolopaceus,Asian Koel,asikoe2,species,3168.0,Cuculiformes,Cuckoos,Cuculidae
Eudynamys melanorhynchus,Black-billed Koel,bkbkoe1,species,3174.0,Cuculiformes,Cuckoos,Cuculidae
Eudynamys orientalis,Pacific Koel,asikoe3,species,3177.0,Cuculiformes,Cuckoos,Cuculidae
Eudynamys orientalis [orientalis Group],Pacific Koel (Oriental),packoe1,issf,3178.0,Cuculiformes,Cuckoos,Cuculidae
Eudynamys orientalis cyanocephalus/subcyanocephalus,Pacific Koel (Australian),packoe2,issf,3184.0,Cuculiformes,Cuckoos,Cuculidae
Urodynamis taitensis,Long-tailed Koel,lotkoe1,species,3187.0,Cuculiformes,Cuckoos,Cuculidae
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,species,3188.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx maculatus,Asian Emerald Cuckoo,asecuc1,species,3192.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx xanthorhynchus,Violet Cuckoo,viocuc1,species,3193.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx maculatus/xanthorhynchus,Asian Emerald/Violet Cuckoo,y00855,slash,3196.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx caprius,Dideric Cuckoo,didcuc1,species,3197.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx klaas,Klaas's Cuckoo,klacuc1,species,3198.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx caprius/klaas,Dideric/Klaas's Cuckoo,y00856,slash,3199.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx flavigularis,Yellow-throated Cuckoo,yetcuc1,species,3200.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx cupreus,African Emerald Cuckoo,afecuc1,species,3201.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx cupreus cupreus,African Emerald Cuckoo (African),afecuc2,issf,3202.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx cupreus intermedius,African Emerald Cuckoo (Bioko),afecuc3,issf,3203.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx cupreus insularum,African Emerald Cuckoo (Insular),afecuc4,issf,3204.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx megarhynchus,Long-billed Cuckoo,lobcuc1,species,3205.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx basalis,Horsfield's Bronze-Cuckoo,hobcuc1,species,3208.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx osculans,Black-eared Cuckoo,blecuc1,species,3209.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx ruficollis,Rufous-throated Bronze-Cuckoo,rtbcuc1,species,3210.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus,Shining Bronze-Cuckoo,shbcuc1,species,3211.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus harterti,Shining Bronze-Cuckoo (Solomon Is.),shibrc1,issf,3212.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus layardi,Shining Bronze-Cuckoo (New Caledonian),shibrc2,issf,3213.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus lucidus,Shining Bronze-Cuckoo (Shining),shibrc3,issf,3214.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus plagosus,Shining Bronze-Cuckoo (Golden),shibrc4,issf,3215.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx meyerii,White-eared Bronze-Cuckoo,webcuc1,species,3216.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx minutillus,Little Bronze-Cuckoo,libcuc1,species,3217.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx minutillus [minutillus Group],Little Bronze-Cuckoo (Little),litbrc1,issf,3218.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx minutillus [poecilurus Group],Little Bronze-Cuckoo (Gould's),litbrc2,issf,3224.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx minutillus rufomerus/salvadorii,Little Bronze-Cuckoo (Banda),litbrc3,issf,3230.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx minutillus crassirostris,Little Bronze-Cuckoo (Pied),litbrc5,issf,3233.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx lucidus/minutillus,Shining/Little Bronze-Cuckoo,y00854,slash,3234.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx sp. (bronze-cuckoo sp.),bronze-cuckoo sp.,bronze1,spuh,3235.0,Cuculiformes,Cuckoos,Cuculidae
Chrysococcyx sp.,Chrysococcyx sp.,chryso1,spuh,3236.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis pallidus,Pallid Cuckoo,palcuc1,species,3237.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis leucolophus,White-crowned Koel,whckoe1,species,3238.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3,species,3239.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis flabelliformis,Fan-tailed Cuckoo,fatcuc1,species,3243.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis sonneratii,Banded Bay Cuckoo,babcuc2,species,3249.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis merulinus,Plaintive Cuckoo,placuc1,species,3255.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis passerinus,Gray-bellied Cuckoo,placuc3,species,3260.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis merulinus/passerinus,Plaintive/Gray-bellied Cuckoo,y00783,slash,3261.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis aeruginosus,Moluccan Cuckoo,molcuc1,species,3262.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis variolosus,Brush Cuckoo,brucuc1,species,3265.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis variolosus [sepulcralis Group],Brush Cuckoo (Rusty-breasted),brucuc2,issf,3266.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis variolosus [variolosus Group],Brush Cuckoo (Brush),brucuc3,issf,3270.0,Cuculiformes,Cuckoos,Cuculidae
Cacomantis sp.,Cacomantis sp.,cacoma1,spuh,3279.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,dltcuc1,species,3280.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx olivinus,Olive Long-tailed Cuckoo,oltcuc1,species,3281.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx montanus,Barred Long-tailed Cuckoo,bltcuc1,species,3282.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx montanus montanus,Barred Long-tailed Cuckoo (Njobo's),bltcuc2,issf,3283.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx montanus patulus,Barred Long-tailed Cuckoo (Eastern),bltcuc3,issf,3284.0,Cuculiformes,Cuckoos,Cuculidae
Cercococcyx sp.,Cercococcyx sp.,cercoc1,spuh,3285.0,Cuculiformes,Cuckoos,Cuculidae
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,asidrc2,species,3286.0,Cuculiformes,Cuckoos,Cuculidae
Surniculus velutinus,Philippine Drongo-Cuckoo,phidrc1,species,3289.0,Cuculiformes,Cuckoos,Cuculidae
Surniculus lugubris,Square-tailed Drongo-Cuckoo,asidrc3,species,3293.0,Cuculiformes,Cuckoos,Cuculidae
Surniculus dicruroides/lugubris,Fork-tailed/Square-tailed Drongo-Cuckoo,y00784,slash,3297.0,Cuculiformes,Cuckoos,Cuculidae
Surniculus musschenbroeki,Moluccan Drongo-Cuckoo,asidrc4,species,3298.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx vagans,Moustached Hawk-Cuckoo,mohcuc1,species,3299.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx sparverioides,Large Hawk-Cuckoo,larhac2,species,3300.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx bocki,Dark Hawk-Cuckoo,larhac1,species,3301.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx sparverioides/bocki,Large/Dark Hawk-Cuckoo,lahcuc1,slash,3302.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx varius,Common Hawk-Cuckoo,cohcuc1,species,3303.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx sparverioides/varius,Large/Common Hawk-Cuckoo,y01091,slash,3306.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx hyperythrus,Northern Hawk-Cuckoo,nohcuc1,species,3307.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx pectoralis,Philippine Hawk-Cuckoo,phhcuc1,species,3308.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,hodhac1,species,3309.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx fugax,Malaysian Hawk-Cuckoo,malhac1,species,3310.0,Cuculiformes,Cuckoos,Cuculidae
Hierococcyx sp.,hawk-cuckoo sp.,hawk-c1,spuh,3311.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus clamosus,Black Cuckoo,blacuc1,species,3312.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus clamosus gabonensis,Black Cuckoo (Rufous-throated),blkcuc1,issf,3313.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus clamosus clamosus,Black Cuckoo (Black),blkcuc2,issf,3314.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus solitarius,Red-chested Cuckoo,reccuc1,species,3315.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus poliocephalus,Lesser Cuckoo,lescuc1,species,3316.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus crassirostris,Sulawesi Cuckoo,suhcuc1,species,3317.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus micropterus,Indian Cuckoo,indcuc1,species,3318.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus poliocephalus/micropterus,Lesser/Indian Cuckoo,y01093,slash,3321.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus gularis,African Cuckoo,afrcuc1,species,3322.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus rochii,Madagascar Cuckoo,madcuc1,species,3323.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus saturatus,Himalayan Cuckoo,himcuc1,species,3324.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus lepidus,Sunda Cuckoo,suncuc2,species,3325.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus canorus,Common Cuckoo,comcuc,species,3326.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus gularis/canorus,African/Common Cuckoo,y00853,slash,3331.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus optatus,Oriental Cuckoo,oricuc2,species,3332.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus poliocephalus/optatus,Lesser/Oriental Cuckoo,y01094,slash,3333.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus saturatus/optatus,Himalayan/Oriental Cuckoo,y00730,slash,3334.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus canorus/optatus,Common/Oriental Cuckoo,y00729,slash,3335.0,Cuculiformes,Cuckoos,Cuculidae
Cuculus sp.,Cuculus sp.,cuculu1,spuh,3336.0,Cuculiformes,Cuckoos,Cuculidae
Cuculidae sp.,cuckoo sp. (Cuculidae sp.),cuckoo3,spuh,3337.0,Cuculiformes,Cuckoos,Cuculidae
Podargus strigoides,Tawny Frogmouth,tawfro1,species,3338.0,Caprimulgiformes,Frogmouths,Podargidae
Podargus ocellatus,Marbled Frogmouth,marfro1,species,3342.0,Caprimulgiformes,Frogmouths,Podargidae
Podargus ocellatus [ocellatus Group],Marbled Frogmouth (Marbled),marfro2,issf,3343.0,Caprimulgiformes,Frogmouths,Podargidae
Podargus ocellatus plumiferus,Marbled Frogmouth (Plumed),marfro3,issf,3348.0,Caprimulgiformes,Frogmouths,Podargidae
Podargus papuensis,Papuan Frogmouth,papfro1,species,3349.0,Caprimulgiformes,Frogmouths,Podargidae
Rigidipenna inexpectata,Solomons Frogmouth,soifro1,species,3350.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus auritus,Large Frogmouth,larfro1,species,3351.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus harterti,Dulit Frogmouth,dulfro1,species,3352.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus septimus,Philippine Frogmouth,phifro1,species,3353.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus stellatus,Gould's Frogmouth,goufro1,species,3357.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus moniliger,Sri Lanka Frogmouth,ceyfro1,species,3358.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus hodgsoni,Hodgson's Frogmouth,hodfro1,species,3359.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus poliolophus,Sumatran Frogmouth,shtfro3,species,3360.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus mixtus,Bornean Frogmouth,shtfro2,species,3361.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus javensis,Javan Frogmouth,javfro3,species,3362.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus affinis,Blyth's Frogmouth,javfro2,species,3363.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus affinis continentalis,Blyth's Frogmouth (Indochinese),blyfro1,issf,3364.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus affinis affinis,Blyth's Frogmouth (Blyth's),blyfro2,issf,3365.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus chaseni,Palawan Frogmouth,palfro1,species,3366.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus cornutus,Sunda Frogmouth,sunfro1,species,3367.0,Caprimulgiformes,Frogmouths,Podargidae
Batrachostomus sp.,Batrachostomus sp.,batrac1,spuh,3370.0,Caprimulgiformes,Frogmouths,Podargidae
Podargidae sp.,frogmouth sp.,frogmo1,spuh,3371.0,Caprimulgiformes,Frogmouths,Podargidae
Eurostopodus argus,Spotted Nightjar,sponig1,species,3372.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus nigripennis,Solomons Nightjar,solnig1,species,3373.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus exul,New Caledonian Nightjar,necnig2,species,3374.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus mystacalis,White-throated Nightjar,whtnig3,species,3375.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus diabolicus,Diabolical Nightjar,dianig1,species,3376.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus papuensis,Papuan Nightjar,papnig1,species,3377.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eurostopodus archboldi,Archbold's Nightjar,arcnig1,species,3378.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lyncornis temminckii,Malaysian Eared-Nightjar,malnig1,species,3379.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lyncornis macrotis,Great Eared-Nightjar,grenig1,species,3380.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Gactornis enarratus,Collared Nightjar,colnig1,species,3386.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles nacunda,Nacunda Nighthawk,nacnig1,species,3387.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles pusillus,Least Nighthawk,leanig1,species,3390.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles rupestris,Sand-colored Nighthawk,sacnig1,species,3397.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles acutipennis,Lesser Nighthawk,lesnig,species,3400.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles minor,Common Nighthawk,comnig,species,3408.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles gundlachii,Antillean Nighthawk,antnig,species,3418.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Chordeiles sp.,nighthawk sp.,nighth1,spuh,3421.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lurocalis semitorquatus,Short-tailed Nighthawk,shtnig1,species,3422.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lurocalis semitorquatus [semitorquatus Group],Short-tailed Nighthawk (Short-tailed),shtnig2,issf,3423.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lurocalis semitorquatus nattereri,Short-tailed Nighthawk (nattereri),shtnig3,issf,3428.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Lurocalis rufiventris,Rufous-bellied Nighthawk,rubnig1,species,3429.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiprogne leucopyga,Band-tailed Nighthawk,batnig1,species,3430.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiprogne leucopyga [leucopyga Group],Band-tailed Nighthawk (Band-tailed),batnig3,issf,3431.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiprogne leucopyga latifascia,Band-tailed Nighthawk (latifascia),batnig4,issf,3436.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctiprogne vielliardi,Bahian Nighthawk,bahnig1,species,3437.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctipolus nigrescens,Blackish Nightjar,blanig1,species,3438.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctipolus hirundinaceus,Pygmy Nightjar,pygnig1,species,3439.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris,Band-winged Nightjar,bawnig1,species,3443.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris roraimae,Band-winged Nightjar (Tepui),bawnig5,issf,3444.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris ruficervix,Band-winged Nightjar (Rufous-naped),bawnig6,issf,3445.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris atripunctata,Band-winged Nightjar (atripunctata),bawnig7,issf,3446.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris bifasciata/patagonica,Band-winged Nightjar (Austral),bawnig8,issf,3447.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris longirostris,Band-winged Nightjar (longirostris),bawnig9,issf,3450.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura longirostris mochaensis,Band-winged Nightjar (Mocha),bawnig4,issf,3451.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Systellura decussata,Tschudi's Nightjar,bawnig3,species,3452.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctidromus albicollis,Common Pauraque,compau,species,3453.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Nyctidromus anthonyi,Scrub Nightjar,scrnig1,species,3461.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eleothreptus candicans,White-winged Nightjar,whwnig1,species,3462.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Eleothreptus anomalus,Sickle-winged Nightjar,siwnig1,species,3463.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Uropsalis segmentata,Swallow-tailed Nightjar,swtnig1,species,3464.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Uropsalis lyra,Lyre-tailed Nightjar,lytnig1,species,3467.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Setopagis heterura,Todd's Nightjar,samnig1,species,3471.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Setopagis parvula,Little Nightjar,litnig1,species,3472.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Setopagis whitelyi,Roraiman Nightjar,rornig1,species,3473.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
Setopagis maculosa,Cayenne Nightjar,caynig1,species,3474.0,Caprimulgiformes,Nightjars and Allies,Caprimulgidae
